timestamp,District_heat_temperature,Domestic_water_network_1_temperature,Radiator_network_1_temperature,Radiator_network_1_primary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,Energy_consumption,Outside_temperature_average,Inside_temperature,CO2_concentration,avg_pressure_difference,Outside_humidity,Solar_irradiance
2021-09-03 09:00:00+00:00,73.58136426,58.03770001,32.55347271,2.099999905,26.27747468,5.905841051,0,20,7.6,,,,66,288.3
2021-09-03 10:00:00+00:00,72.99767609,58.10635771,31.70797181,2.099999905,25.85606238,5.256368048,0,22,9.1,,,,62,212.7
2021-09-03 11:00:00+00:00,72.92940605,58.17496861,31.70418859,2.099999905,25.82487949,4.528885926,0,19,10,,,,65,299.9
2021-09-03 12:00:00+00:00,71.96882255,58.15170171,30.73360318,2.099999905,25.93357718,4.618447514,0,14,10.5,,,,56,703.7
2021-09-03 13:00:00+00:00,62.01433438,55.75963186,32.63726951,2.099999905,29.66208902,29.67983879,0,19,11.3,,,,67,236.6
2021-09-03 14:00:00+00:00,70.76600633,57.96001774,31.91030127,2.099999905,26.69891264,4.95038273,0,11,11.8,,,,76,124.9
2021-09-03 15:00:00+00:00,70.67761991,57.89896607,32.42827439,2.099999905,25.95720384,6.345863298,0,17,10.2,,,,74,24.5
2021-09-03 16:00:00+00:00,70.57043993,57.95537527,32.35552017,2.099999905,26.01533039,6.596912953,0,12,9.8,,,,63,130.6
2021-09-03 17:00:00+00:00,70.74388589,57.9796174,34.30670832,2.099999905,27.36049884,5.618899551,0,14,10.1,,,,63,20.9
2021-09-03 18:00:00+00:00,71.10924983,57.94537386,35.43803403,2.099999905,27.74802625,6.305641781,0,12,10.6,,,,67,-2.3
